"","Species","Fish.ID","Sweep","Length.mm","Weight.g","Year","Site","Station","Area","pass_no"
"2343","ASYOY",91,2,52,1.38,2016,"Pamehac","7",96,NA
"2344","ASYOY",92,2,48,1.38,2016,"Pamehac","7",96,NA
"2345","ASYOY",93,2,48,1.38,2016,"Pamehac","7",96,NA
"2346","ASYOY",94,2,59,1.38,2016,"Pamehac","7",96,NA
"2347","ASYOY",95,2,49,1.38,2016,"Pamehac","7",96,NA
"2348","ASYOY",96,2,44,1.6,2016,"Pamehac","7",96,NA
"2349","ASYOY",97,2,52,1.6,2016,"Pamehac","7",96,NA
"2350","ASYOY",98,2,50,1.6,2016,"Pamehac","7",96,NA
"2351","ASYOY",99,2,44,1.6,2016,"Pamehac","7",96,NA
"2352","ASYOY",100,2,57,1.6,2016,"Pamehac","7",96,NA
"2353","ASYOY",101,2,49,1.6,2016,"Pamehac","7",96,NA
"2354","ASYOY",102,2,55,1.6,2016,"Pamehac","7",96,NA
"2355","ASYOY",103,2,57,1.6,2016,"Pamehac","7",96,NA
"2356","ASYOY",104,2,51,1.6,2016,"Pamehac","7",96,NA
"2357","ASYOY",105,2,53,1.6,2016,"Pamehac","7",96,NA
"2358","BTYOY",106,2,52,1.7,2016,"Pamehac","7",96,NA
"2359","BTYOY",107,2,37,1.7,2016,"Pamehac","7",96,NA
"2360","BTYOY",108,2,49,1.7,2016,"Pamehac","7",96,NA
"2361","AS",109,3,130,23,2016,"Pamehac","7",96,NA
"2362","AS",110,3,125,23,2016,"Pamehac","7",96,NA
"2363","AS",111,3,77,4,2016,"Pamehac","7",96,NA
"2364","AS",112,3,110,13,2016,"Pamehac","7",96,NA
"2365","AS",113,3,105,13,2016,"Pamehac","7",96,NA
"2366","AS",114,3,76,4,2016,"Pamehac","7",96,NA
"2367","AS",115,3,85,7,2016,"Pamehac","7",96,NA
"2368","ASYOY",116,3,70,4,2016,"Pamehac","7",96,NA
"2369","ASYOY",117,3,43,1.2,2016,"Pamehac","7",96,NA
"2370","ASYOY",118,3,58,1.2,2016,"Pamehac","7",96,NA
"2371","ASYOY",119,3,52,1.2,2016,"Pamehac","7",96,NA
"2372","ASYOY",120,3,36,1.2,2016,"Pamehac","7",96,NA
"2373","ASYOY",121,3,49,1.2,2016,"Pamehac","7",96,NA
"2374","BTYOY",122,3,57,1,2016,"Pamehac","7",96,NA
"2375","BTYOY",123,3,58,2,2016,"Pamehac","7",96,NA
"2376","AS",1,1,168,66,2016,"Pamehac","8",111,NA
"2377","AS",2,1,111,19,2016,"Pamehac","8",111,NA
"2378","AS",3,1,133,29,2016,"Pamehac","8",111,NA
"2379","AS",4,1,149,39,2016,"Pamehac","8",111,NA
"2380","AS",5,1,103,21,2016,"Pamehac","8",111,NA
"2381","AS",6,1,75,11,2016,"Pamehac","8",111,NA
"2382","AS",7,1,90,9,2016,"Pamehac","8",111,NA
"2383","AS",8,1,74,8,2016,"Pamehac","8",111,NA
"2384","AS",9,1,120,18,2016,"Pamehac","8",111,NA
"2385","AS",10,1,80,6,2016,"Pamehac","8",111,NA
"2386","AS",11,1,125,25,2016,"Pamehac","8",111,NA
"2387","AS",12,1,133,25,2016,"Pamehac","8",111,NA
"2388","AS",13,1,171,58,2016,"Pamehac","8",111,NA
"2389","AS",14,1,130,23,2016,"Pamehac","8",111,NA
"2390","AS",15,1,92,9,2016,"Pamehac","8",111,NA
"2391","AS",16,1,122,22,2016,"Pamehac","8",111,NA
"2392","AS",17,1,131,28,2016,"Pamehac","8",111,NA
"2393","AS",18,1,83,8,2016,"Pamehac","8",111,NA
"2394","AS",19,1,135,29,2016,"Pamehac","8",111,NA
"2395","AS",20,1,96,10,2016,"Pamehac","8",111,NA
"2396","AS",21,1,111,14,2016,"Pamehac","8",111,NA
"2397","AS",22,1,126,23,2016,"Pamehac","8",111,NA
"2398","AS",23,1,98,9,2016,"Pamehac","8",111,NA
"2399","AS",24,1,116,16,2016,"Pamehac","8",111,NA
"2400","AS",25,1,123,15,2016,"Pamehac","8",111,NA
"2401","AS",26,1,113,14,2016,"Pamehac","8",111,NA
"2402","AS",27,1,88,8,2016,"Pamehac","8",111,NA
"2403","AS",28,1,98,11,2016,"Pamehac","8",111,NA
"2404","AS",29,1,93,11,2016,"Pamehac","8",111,NA
"2405","AS",30,1,96,11,2016,"Pamehac","8",111,NA
"2406","AS",31,1,90,8,2016,"Pamehac","8",111,NA
"2407","AS",32,1,81,8,2016,"Pamehac","8",111,NA
"2408","AS",33,1,72,6,2016,"Pamehac","8",111,NA
"2409","AS",34,1,84,9,2016,"Pamehac","8",111,NA
"2410","AS",35,1,89,8,2016,"Pamehac","8",111,NA
"2411","AS",36,1,84,8,2016,"Pamehac","8",111,NA
"2412","AS",37,1,81,8,2016,"Pamehac","8",111,NA
"2413","AS",38,1,72,4,2016,"Pamehac","8",111,NA
"2414","AS",39,1,74,5,2016,"Pamehac","8",111,NA
"2415","ASYOY",40,1,44,2,2016,"Pamehac","8",111,NA
"2416","ASYOY",41,1,53,2,2016,"Pamehac","8",111,NA
"2417","ASYOY",42,1,46,2,2016,"Pamehac","8",111,NA
"2418","ASYOY",43,1,57,2,2016,"Pamehac","8",111,NA
"2419","ASYOY",44,1,57,2,2016,"Pamehac","8",111,NA
"2420","ASYOY",45,1,52,2,2016,"Pamehac","8",111,NA
"2421","ASYOY",46,1,44,2,2016,"Pamehac","8",111,NA
"2422","ASYOY",47,1,54,2,2016,"Pamehac","8",111,NA
"2423","ASYOY",48,1,46,2,2016,"Pamehac","8",111,NA
"2424","ASYOY",49,1,47,2,2016,"Pamehac","8",111,NA
"2425","BTYOY",50,1,51,1.33,2016,"Pamehac","8",111,NA
"2426","BTYOY",51,1,54,1.33,2016,"Pamehac","8",111,NA
"2427","BTYOY",52,1,51,1.33,2016,"Pamehac","8",111,NA
"2428","AS",53,2,114,16,2016,"Pamehac","8",111,NA
"2429","AS",54,2,73,6,2016,"Pamehac","8",111,NA
"2430","AS",55,2,124,22,2016,"Pamehac","8",111,NA
"2431","AS",56,2,135,25,2016,"Pamehac","8",111,NA
"2432","AS",57,2,84,6,2016,"Pamehac","8",111,NA
"2433","AS",58,2,95,11,2016,"Pamehac","8",111,NA
"2434","AS",59,2,89,9,2016,"Pamehac","8",111,NA
"2435","AS",60,2,84,8,2016,"Pamehac","8",111,NA
"2436","AS",61,2,72,7,2016,"Pamehac","8",111,NA
"2437","AS",62,2,75,4,2016,"Pamehac","8",111,NA
"2438","AS",63,2,78,8,2016,"Pamehac","8",111,NA
"2439","AS",64,2,80,8,2016,"Pamehac","8",111,NA
"2440","AS",65,2,85,8,2016,"Pamehac","8",111,NA
"2441","AS",66,2,92,9,2016,"Pamehac","8",111,NA
"2442","AS",67,2,82,8,2016,"Pamehac","8",111,NA
"2443","AS",68,2,75,7,2016,"Pamehac","8",111,NA
"2444","ASYOY",69,2,53,1.67,2016,"Pamehac","8",111,NA
"2445","ASYOY",70,2,51,1.67,2016,"Pamehac","8",111,NA
"2446","ASYOY",71,2,49,1.67,2016,"Pamehac","8",111,NA
"2447","ASYOY",72,2,43,1.67,2016,"Pamehac","8",111,NA
"2448","ASYOY",73,2,58,1.67,2016,"Pamehac","8",111,NA
"2449","ASYOY",74,2,52,1.67,2016,"Pamehac","8",111,NA
"2450","BTYOY",75,2,49,1,2016,"Pamehac","8",111,NA
"2451","AS",76,3,84,6,2016,"Pamehac","8",111,NA
"2452","AS",77,3,120,22,2016,"Pamehac","8",111,NA
"2453","AS",78,3,78,5,2016,"Pamehac","8",111,NA
"2454","ASYOY",79,3,54,2,2016,"Pamehac","8",111,NA
"2455","AS",1,1,82,9,2016,"Pamehac","5A",108,NA
"2456","AS",2,1,124,27,2016,"Pamehac","5A",108,NA
"2457","AS",3,1,137,34,2016,"Pamehac","5A",108,NA
"2458","AS",4,1,77,7,2016,"Pamehac","5A",108,NA
"2459","AS",5,1,85,8,2016,"Pamehac","5A",108,NA
"2460","AS",6,1,77,8,2016,"Pamehac","5A",108,NA
"2461","AS",7,1,77,7,2016,"Pamehac","5A",108,NA
"2462","ASYOY",8,1,65,4,2016,"Pamehac","5A",108,NA
"2463","ASYOY",9,1,40,0.79,2016,"Pamehac","5A",108,NA
"2464","ASYOY",10,1,48,0.79,2016,"Pamehac","5A",108,NA
"2465","ASYOY",11,1,40,0.79,2016,"Pamehac","5A",108,NA
"2466","ASYOY",12,1,45,0.79,2016,"Pamehac","5A",108,NA
"2467","ASYOY",13,1,44,0.79,2016,"Pamehac","5A",108,NA
"2468","ASYOY",14,1,40,0.79,2016,"Pamehac","5A",108,NA
"2469","ASYOY",15,1,40,0.79,2016,"Pamehac","5A",108,NA
"2470","ASYOY",16,1,41,0.79,2016,"Pamehac","5A",108,NA
"2471","ASYOY",17,1,39,0.79,2016,"Pamehac","5A",108,NA
"2472","ASYOY",18,1,44,0.79,2016,"Pamehac","5A",108,NA
"2473","ASYOY",19,1,35,0.79,2016,"Pamehac","5A",108,NA
"2474","ASYOY",20,1,39,0.79,2016,"Pamehac","5A",108,NA
"2475","ASYOY",21,1,43,0.79,2016,"Pamehac","5A",108,NA
"2476","ASYOY",22,1,39,0.79,2016,"Pamehac","5A",108,NA
"2477","BT",23,1,101,13,2016,"Pamehac","5A",108,NA
"2478","BTYOY",24,1,55,3,2016,"Pamehac","5A",108,NA
"2479","BTYOY",25,1,60,3,2016,"Pamehac","5A",108,NA
"2480","AS",26,2,81,8,2016,"Pamehac","5A",108,NA
"2481","AS",27,2,78,8,2016,"Pamehac","5A",108,NA
"2482","AS",28,2,125,26,2016,"Pamehac","5A",108,NA
"2483","AS",29,2,75,6,2016,"Pamehac","5A",108,NA
"2484","ASYOY",30,2,46,1,2016,"Pamehac","5A",108,NA
"2485","ASYOY",31,2,43,1,2016,"Pamehac","5A",108,NA
"2486","ASYOY",32,2,40,1,2016,"Pamehac","5A",108,NA
"2487","ASYOY",33,2,42,1,2016,"Pamehac","5A",108,NA
"2488","ASYOY",34,2,38,1,2016,"Pamehac","5A",108,NA
"2489","ASYOY",35,2,39,1,2016,"Pamehac","5A",108,NA
"2490","ASYOY",36,2,43,1,2016,"Pamehac","5A",108,NA
"2491","ASYOY",37,2,43,1,2016,"Pamehac","5A",108,NA
"2492","ASYOY",38,2,35,1,2016,"Pamehac","5A",108,NA
"2493","ASYOY",39,2,44,1,2016,"Pamehac","5A",108,NA
"2494","ASYOY",40,2,40,1,2016,"Pamehac","5A",108,NA
"2495","ASYOY",41,2,41,1,2016,"Pamehac","5A",108,NA
"2496","AS",42,3,79,7,2016,"Pamehac","5A",108,NA
"2497","AS",43,3,79,7,2016,"Pamehac","5A",108,NA
"2498","ASYOY",44,3,65,3,2016,"Pamehac","5A",108,NA
"2499","ASYOY",45,3,65,7,2016,"Pamehac","5A",108,NA
"2500","ASYOY",46,3,62,3,2016,"Pamehac","5A",108,NA
"2501","ASYOY",47,3,40,1,2016,"Pamehac","5A",108,NA
"2502","ASYOY",48,3,39,1,2016,"Pamehac","5A",108,NA
"2503","ASYOY",49,3,42,1,2016,"Pamehac","5A",108,NA
"2504","AS",1,1,92,7,2016,"Pamehac","8A",103,NA
"2505","AS",2,1,87,8,2016,"Pamehac","8A",103,NA
"2506","AS",3,1,73,5,2016,"Pamehac","8A",103,NA
"2507","AS",4,1,181,62,2016,"Pamehac","8A",103,NA
"2508","AS",5,1,118,19,2016,"Pamehac","8A",103,NA
"2509","AS",6,1,105,15,2016,"Pamehac","8A",103,NA
"2510","AS",7,1,87,6,2016,"Pamehac","8A",103,NA
"2511","AS",8,1,91,9,2016,"Pamehac","8A",103,NA
"2512","AS",9,1,77,5,2016,"Pamehac","8A",103,NA
"2513","AS",10,1,79,7,2016,"Pamehac","8A",103,NA
"2514","AS",11,1,85,7,2016,"Pamehac","8A",103,NA
"2515","ASYOY",12,1,38,1.14,2016,"Pamehac","8A",103,NA
"2516","ASYOY",13,1,47,1.14,2016,"Pamehac","8A",103,NA
"2517","ASYOY",14,1,51,1.14,2016,"Pamehac","8A",103,NA
"2518","ASYOY",15,1,51,1.14,2016,"Pamehac","8A",103,NA
"2519","ASYOY",16,1,51,1.14,2016,"Pamehac","8A",103,NA
"2520","ASYOY",17,1,55,1.14,2016,"Pamehac","8A",103,NA
"2521","ASYOY",18,1,45,1.14,2016,"Pamehac","8A",103,NA
"2522","BT",19,1,85,6,2016,"Pamehac","8A",103,NA
"2523","BTYOY",20,1,50,1.33,2016,"Pamehac","8A",103,NA
"2524","BTYOY",21,1,52,1.33,2016,"Pamehac","8A",103,NA
"2525","BTYOY",22,1,54,1.33,2016,"Pamehac","8A",103,NA
"2526","AS",23,2,101,10,2016,"Pamehac","8A",103,NA
"2527","AS",24,2,102,10,2016,"Pamehac","8A",103,NA
"2528","AS",25,2,105,13,2016,"Pamehac","8A",103,NA
"2529","AS",26,2,137,30,2016,"Pamehac","8A",103,NA
"2530","AS",27,2,118,18,2016,"Pamehac","8A",103,NA
"2531","AS",28,2,77,6,2016,"Pamehac","8A",103,NA
"2532","AS",29,2,114,16,2016,"Pamehac","8A",103,NA
"2533","ASYOY",30,2,67,3,2016,"Pamehac","8A",103,NA
"2534","ASYOY",31,2,50,1.6,2016,"Pamehac","8A",103,NA
"2535","ASYOY",32,2,53,1.6,2016,"Pamehac","8A",103,NA
"2536","ASYOY",33,2,48,1.6,2016,"Pamehac","8A",103,NA
"2537","ASYOY",34,2,53,1.6,2016,"Pamehac","8A",103,NA
"2538","ASYOY",35,2,44,1.6,2016,"Pamehac","8A",103,NA
"2539","AS",36,3,141,31,2016,"Pamehac","8A",103,NA
"2540","AS",37,3,132,28,2016,"Pamehac","8A",103,NA
"2541","AS",38,3,119,21,2016,"Pamehac","8A",103,NA
"2542","AS",39,3,115,21,2016,"Pamehac","8A",103,NA
"2543","AS",40,3,82,7,2016,"Pamehac","8A",103,NA
"2544","AS",41,3,72,4,2016,"Pamehac","8A",103,NA
"2545","AS",42,3,74,4,2016,"Pamehac","8A",103,NA
"2546","AS",43,3,115,17,2016,"Pamehac","8A",103,NA
"2547","ASYOY",44,3,47,1,2016,"Pamehac","8A",103,NA
