"","Species","Fish.ID","Sweep","Length.mm","Weight.g","Year","Site","Station","Area","pass_no"
"1156","BTYOY",141,2,54,1.7,1992,"Pamehac","8",198,NA
"1157","BTYOY",142,2,57,1.7,1992,"Pamehac","8",198,NA
"1158","BTYOY",143,2,56,1.7,1992,"Pamehac","8",198,NA
"1159","BTYOY",144,2,53,1.7,1992,"Pamehac","8",198,NA
"1160","BTYOY",145,2,52,1.7,1992,"Pamehac","8",198,NA
"1161","BTYOY",146,2,53,1.7,1992,"Pamehac","8",198,NA
"1162","BTYOY",147,2,58,1.7,1992,"Pamehac","8",198,NA
"1163","ASYOY",148,3,48,1.35,1992,"Pamehac","8",198,NA
"1164","ASYOY",149,3,44,1.35,1992,"Pamehac","8",198,NA
"1165","ASYOY",150,3,46,1.35,1992,"Pamehac","8",198,NA
"1166","ASYOY",151,3,40,1.35,1992,"Pamehac","8",198,NA
"1167","ASYOY",152,3,50,1.35,1992,"Pamehac","8",198,NA
"1168","ASYOY",153,3,43,1.35,1992,"Pamehac","8",198,NA
"1169","ASYOY",154,3,44,1.35,1992,"Pamehac","8",198,NA
"1170","ASYOY",155,3,48,1.35,1992,"Pamehac","8",198,NA
"1171","ASYOY",156,3,48,1.35,1992,"Pamehac","8",198,NA
"1172","ASYOY",157,3,45,1.35,1992,"Pamehac","8",198,NA
"1173","ASYOY",158,3,50,1.35,1992,"Pamehac","8",198,NA
"1174","ASYOY",159,3,49,1.35,1992,"Pamehac","8",198,NA
"1175","ASYOY",160,3,49,1.35,1992,"Pamehac","8",198,NA
"1176","ASYOY",161,3,45,1.35,1992,"Pamehac","8",198,NA
"1177","ASYOY",162,3,46,1.35,1992,"Pamehac","8",198,NA
"1178","ASYOY",163,3,51,1.35,1992,"Pamehac","8",198,NA
"1179","ASYOY",164,3,42,1.35,1992,"Pamehac","8",198,NA
"1180","BT",165,3,112,14,1992,"Pamehac","8",198,NA
"1181","BT",166,3,98,11,1992,"Pamehac","8",198,NA
"1182","BT",167,3,92,8,1992,"Pamehac","8",198,NA
"1183","BTYOY",168,3,57,2,1992,"Pamehac","8",198,NA
"1184","BTYOY",169,3,65,3,1992,"Pamehac","8",198,NA
"1185","BTYOY",170,3,52,1.33,1992,"Pamehac","8",198,NA
"1186","BTYOY",171,3,56,1.33,1992,"Pamehac","8",198,NA
"1187","BTYOY",172,3,53,1.33,1992,"Pamehac","8",198,NA
"1188","ASYOY",1,1,46,1.26,1992,"Pamehac","9",190,NA
"1189","ASYOY",2,1,45,1.26,1992,"Pamehac","9",190,NA
"1190","ASYOY",3,1,53,1.26,1992,"Pamehac","9",190,NA
"1191","ASYOY",4,1,48,1.26,1992,"Pamehac","9",190,NA
"1192","ASYOY",5,1,51,1.26,1992,"Pamehac","9",190,NA
"1193","ASYOY",6,1,48,1.26,1992,"Pamehac","9",190,NA
"1194","ASYOY",7,1,51,1.26,1992,"Pamehac","9",190,NA
"1195","ASYOY",8,1,46,1.26,1992,"Pamehac","9",190,NA
"1196","ASYOY",9,1,45,1.26,1992,"Pamehac","9",190,NA
"1197","ASYOY",10,1,55,1.26,1992,"Pamehac","9",190,NA
"1198","ASYOY",11,1,52,1.26,1992,"Pamehac","9",190,NA
"1199","ASYOY",12,1,45,1.26,1992,"Pamehac","9",190,NA
"1200","ASYOY",13,1,48,1.26,1992,"Pamehac","9",190,NA
"1201","ASYOY",14,1,47,1.26,1992,"Pamehac","9",190,NA
"1202","ASYOY",15,1,50,1.26,1992,"Pamehac","9",190,NA
"1203","ASYOY",16,1,43,1.26,1992,"Pamehac","9",190,NA
"1204","ASYOY",17,1,46,1.26,1992,"Pamehac","9",190,NA
"1205","ASYOY",18,1,51,1.26,1992,"Pamehac","9",190,NA
"1206","ASYOY",19,1,48,1.26,1992,"Pamehac","9",190,NA
"1207","ASYOY",20,1,50,1.26,1992,"Pamehac","9",190,NA
"1208","ASYOY",21,1,50,1.26,1992,"Pamehac","9",190,NA
"1209","ASYOY",22,1,48,1.26,1992,"Pamehac","9",190,NA
"1210","ASYOY",23,1,50,1.26,1992,"Pamehac","9",190,NA
"1211","ASYOY",24,1,46,1.26,1992,"Pamehac","9",190,NA
"1212","ASYOY",25,1,50,1.26,1992,"Pamehac","9",190,NA
"1213","ASYOY",26,1,46,1.26,1992,"Pamehac","9",190,NA
"1214","ASYOY",27,1,51,1.26,1992,"Pamehac","9",190,NA
"1215","ASYOY",28,1,46,1.26,1992,"Pamehac","9",190,NA
"1216","ASYOY",29,1,41,1.26,1992,"Pamehac","9",190,NA
"1217","ASYOY",30,1,52,1.26,1992,"Pamehac","9",190,NA
"1218","ASYOY",31,1,43,1.26,1992,"Pamehac","9",190,NA
"1219","ASYOY",32,1,45,1.26,1992,"Pamehac","9",190,NA
"1220","ASYOY",33,1,49,1.26,1992,"Pamehac","9",190,NA
"1221","ASYOY",34,1,46,1.26,1992,"Pamehac","9",190,NA
"1222","ASYOY",35,1,51,1.26,1992,"Pamehac","9",190,NA
"1223","ASYOY",36,1,46,1.26,1992,"Pamehac","9",190,NA
"1224","ASYOY",37,1,45,1.26,1992,"Pamehac","9",190,NA
"1225","ASYOY",38,1,46,1.26,1992,"Pamehac","9",190,NA
"1226","ASYOY",39,1,43,1.26,1992,"Pamehac","9",190,NA
"1227","ASYOY",40,1,46,1.26,1992,"Pamehac","9",190,NA
"1228","ASYOY",41,1,47,1.26,1992,"Pamehac","9",190,NA
"1229","ASYOY",42,1,50,1.26,1992,"Pamehac","9",190,NA
"1230","ASYOY",43,1,45,1.26,1992,"Pamehac","9",190,NA
"1231","ASYOY",44,1,45,1.26,1992,"Pamehac","9",190,NA
"1232","ASYOY",45,1,43,1.26,1992,"Pamehac","9",190,NA
"1233","ASYOY",46,1,51,1.26,1992,"Pamehac","9",190,NA
"1234","ASYOY",47,1,53,1.26,1992,"Pamehac","9",190,NA
"1235","ASYOY",48,1,45,1.26,1992,"Pamehac","9",190,NA
"1236","ASYOY",49,1,46,1.26,1992,"Pamehac","9",190,NA
"1237","ASYOY",50,1,46,1.26,1992,"Pamehac","9",190,NA
"1238","ASYOY",51,1,45,1.26,1992,"Pamehac","9",190,NA
"1239","ASYOY",52,1,48,1.26,1992,"Pamehac","9",190,NA
"1240","ASYOY",53,1,41,1.26,1992,"Pamehac","9",190,NA
"1241","ASYOY",54,1,44,1.26,1992,"Pamehac","9",190,NA
"1242","ASYOY",55,1,48,1.26,1992,"Pamehac","9",190,NA
"1243","ASYOY",56,1,42,1.26,1992,"Pamehac","9",190,NA
"1244","ASYOY",57,1,42,1.26,1992,"Pamehac","9",190,NA
"1245","ASYOY",58,1,42,1.26,1992,"Pamehac","9",190,NA
"1246","BT",59,1,186,77,1992,"Pamehac","9",190,NA
"1247","BT",60,1,121,18,1992,"Pamehac","9",190,NA
"1248","BT",61,1,123,18,1992,"Pamehac","9",190,NA
"1249","BT",62,1,105,13,1992,"Pamehac","9",190,NA
"1250","BT",63,1,118,18,1992,"Pamehac","9",190,NA
"1251","BT",64,1,111,14,1992,"Pamehac","9",190,NA
"1252","BT",65,1,110,14,1992,"Pamehac","9",190,NA
"1253","BT",66,1,112,15,1992,"Pamehac","9",190,NA
"1254","BT",67,1,88,8,1992,"Pamehac","9",190,NA
"1255","BT",68,1,88,7,1992,"Pamehac","9",190,NA
"1256","BT",69,1,95,10,1992,"Pamehac","9",190,NA
"1257","BT",70,1,90,8,1992,"Pamehac","9",190,NA
"1258","BT",71,1,108,13,1992,"Pamehac","9",190,NA
"1259","BT",72,1,98,10,1992,"Pamehac","9",190,NA
"1260","BTYOY",73,1,58,2.14,1992,"Pamehac","9",190,NA
"1261","BTYOY",74,1,61,2.14,1992,"Pamehac","9",190,NA
"1262","BTYOY",75,1,60,2.14,1992,"Pamehac","9",190,NA
"1263","BTYOY",76,1,61,2.14,1992,"Pamehac","9",190,NA
"1264","BTYOY",77,1,52,2.14,1992,"Pamehac","9",190,NA
"1265","BTYOY",78,1,60,2.14,1992,"Pamehac","9",190,NA
"1266","BTYOY",79,1,49,2.14,1992,"Pamehac","9",190,NA
"1267","BTYOY",80,1,61,2.14,1992,"Pamehac","9",190,NA
"1268","BTYOY",81,1,53,2.14,1992,"Pamehac","9",190,NA
"1269","BTYOY",82,1,59,2.14,1992,"Pamehac","9",190,NA
"1270","BTYOY",83,1,55,2.14,1992,"Pamehac","9",190,NA
"1271","BTYOY",84,1,63,2.14,1992,"Pamehac","9",190,NA
"1272","BTYOY",85,1,55,2.14,1992,"Pamehac","9",190,NA
"1273","BTYOY",86,1,50,2.14,1992,"Pamehac","9",190,NA
"1274","AS",87,2,110,15,1992,"Pamehac","9",190,NA
"1275","ASYOY",88,2,50,1.47,1992,"Pamehac","9",190,NA
"1276","ASYOY",89,2,46,1.47,1992,"Pamehac","9",190,NA
"1277","ASYOY",90,2,45,1.47,1992,"Pamehac","9",190,NA
"1278","ASYOY",91,2,48,1.47,1992,"Pamehac","9",190,NA
"1279","ASYOY",92,2,47,1.47,1992,"Pamehac","9",190,NA
"1280","ASYOY",93,2,46,1.47,1992,"Pamehac","9",190,NA
"1281","ASYOY",94,2,45,1.47,1992,"Pamehac","9",190,NA
"1282","ASYOY",95,2,43,1.47,1992,"Pamehac","9",190,NA
"1283","ASYOY",96,2,40,1.47,1992,"Pamehac","9",190,NA
"1284","ASYOY",97,2,45,1.47,1992,"Pamehac","9",190,NA
"1285","ASYOY",98,2,50,1.47,1992,"Pamehac","9",190,NA
"1286","ASYOY",99,2,46,1.47,1992,"Pamehac","9",190,NA
"1287","ASYOY",100,2,43,1.47,1992,"Pamehac","9",190,NA
"1288","ASYOY",101,2,51,1.47,1992,"Pamehac","9",190,NA
"1289","ASYOY",102,2,49,1.47,1992,"Pamehac","9",190,NA
"1290","ASYOY",103,2,48,1.47,1992,"Pamehac","9",190,NA
"1291","ASYOY",104,2,52,1.47,1992,"Pamehac","9",190,NA
"1292","ASYOY",105,2,48,1.47,1992,"Pamehac","9",190,NA
"1293","ASYOY",106,2,41,1.47,1992,"Pamehac","9",190,NA
"1294","ASYOY",107,2,46,1.47,1992,"Pamehac","9",190,NA
"1295","ASYOY",108,2,47,1.47,1992,"Pamehac","9",190,NA
"1296","ASYOY",109,2,44,1.47,1992,"Pamehac","9",190,NA
"1297","ASYOY",110,2,49,1.47,1992,"Pamehac","9",190,NA
"1298","ASYOY",111,2,50,1.47,1992,"Pamehac","9",190,NA
"1299","ASYOY",112,2,47,1.47,1992,"Pamehac","9",190,NA
"1300","ASYOY",113,2,46,1.47,1992,"Pamehac","9",190,NA
"1301","ASYOY",114,2,44,1.47,1992,"Pamehac","9",190,NA
"1302","ASYOY",115,2,45,1.47,1992,"Pamehac","9",190,NA
"1303","ASYOY",116,2,50,1.47,1992,"Pamehac","9",190,NA
"1304","ASYOY",117,2,45,1.47,1992,"Pamehac","9",190,NA
"1305","ASYOY",118,2,48,1.47,1992,"Pamehac","9",190,NA
"1306","ASYOY",119,2,45,1.47,1992,"Pamehac","9",190,NA
"1307","ASYOY",120,2,43,1.47,1992,"Pamehac","9",190,NA
"1308","ASYOY",121,2,47,1.47,1992,"Pamehac","9",190,NA
"1309","ASYOY",122,2,47,1.47,1992,"Pamehac","9",190,NA
"1310","ASYOY",123,2,41,1.47,1992,"Pamehac","9",190,NA
"1311","ASYOY",124,2,42,1.47,1992,"Pamehac","9",190,NA
"1312","ASYOY",125,2,42,1.47,1992,"Pamehac","9",190,NA
"1313","BT",126,2,94,8,1992,"Pamehac","9",190,NA
"1314","BT",127,2,92,8,1992,"Pamehac","9",190,NA
"1315","BTYOY",128,2,68,3,1992,"Pamehac","9",190,NA
"1316","BTYOY",129,2,60,3,1992,"Pamehac","9",190,NA
"1317","BTYOY",130,2,62,3,1992,"Pamehac","9",190,NA
"1318","BTYOY",131,2,63,3,1992,"Pamehac","9",190,NA
"1319","BTYOY",132,2,58,2.17,1992,"Pamehac","9",190,NA
"1320","BTYOY",133,2,63,2.17,1992,"Pamehac","9",190,NA
"1321","BTYOY",134,2,61,2.17,1992,"Pamehac","9",190,NA
"1322","BTYOY",135,2,58,2.17,1992,"Pamehac","9",190,NA
"1323","BTYOY",136,2,52,2.17,1992,"Pamehac","9",190,NA
"1324","BTYOY",137,2,63,2.17,1992,"Pamehac","9",190,NA
"1325","BTYOY",138,2,55,2.17,1992,"Pamehac","9",190,NA
"1326","BTYOY",139,2,59,2.17,1992,"Pamehac","9",190,NA
"1327","BTYOY",140,2,52,2.17,1992,"Pamehac","9",190,NA
"1328","BTYOY",141,2,51,2.17,1992,"Pamehac","9",190,NA
"1329","BTYOY",142,2,63,2.17,1992,"Pamehac","9",190,NA
"1330","BTYOY",143,2,54,2.17,1992,"Pamehac","9",190,NA
"1331","ASYOY",144,3,51,1.17,1992,"Pamehac","9",190,NA
"1332","ASYOY",145,3,46,1.17,1992,"Pamehac","9",190,NA
"1333","ASYOY",146,3,45,1.17,1992,"Pamehac","9",190,NA
"1334","ASYOY",147,3,50,1.17,1992,"Pamehac","9",190,NA
"1335","ASYOY",148,3,46,1.17,1992,"Pamehac","9",190,NA
"1336","ASYOY",149,3,44,1.17,1992,"Pamehac","9",190,NA
"1337","ASYOY",150,3,49,1.17,1992,"Pamehac","9",190,NA
"1338","ASYOY",151,3,43,1.17,1992,"Pamehac","9",190,NA
"1339","ASYOY",152,3,47,1.17,1992,"Pamehac","9",190,NA
"1340","ASYOY",153,3,40,1.17,1992,"Pamehac","9",190,NA
"1341","ASYOY",154,3,44,1.17,1992,"Pamehac","9",190,NA
"1342","ASYOY",155,3,45,1.17,1992,"Pamehac","9",190,NA
"1343","BTYOY",156,3,62,3,1992,"Pamehac","9",190,NA
"1344","BTYOY",157,3,62,3,1992,"Pamehac","9",190,NA
"1345","BTYOY",158,3,60,3,1992,"Pamehac","9",190,NA
"1346","BTYOY",159,3,58,2,1992,"Pamehac","9",190,NA
"1347","AS",1,1,116,17.4,1996,"Pamehac","1",131,NA
"1348","AS",2,1,122,23.6,1996,"Pamehac","1",131,NA
"1349","AS",3,1,121,20.8,1996,"Pamehac","1",131,NA
"1350","AS",4,1,89,7.3,1996,"Pamehac","1",131,NA
"1351","AS",5,1,100,11.4,1996,"Pamehac","1",131,NA
"1352","AS",6,1,85,7.2,1996,"Pamehac","1",131,NA
"1353","ASYOY",7,1,45,1.1,1996,"Pamehac","1",131,NA
"1354","ASYOY",8,1,49,1.4,1996,"Pamehac","1",131,NA
"1355","ASYOY",9,1,48,1.5,1996,"Pamehac","1",131,NA
"1356","ASYOY",10,1,43,1,1996,"Pamehac","1",131,NA
"1357","ASYOY",11,1,49,1.4,1996,"Pamehac","1",131,NA
"1358","ASYOY",12,1,55,1.5,1996,"Pamehac","1",131,NA
"1359","ASYOY",13,1,50,1.5,1996,"Pamehac","1",131,NA
"1360","ASYOY",14,1,55,1.8,1996,"Pamehac","1",131,NA
"1361","BT",15,1,149,32.3,1996,"Pamehac","1",131,NA
"1362","BT",16,1,305,326,1996,"Pamehac","1",131,NA
"1363","BT",17,1,137,24.6,1996,"Pamehac","1",131,NA
"1364","BT",18,1,129,19.7,1996,"Pamehac","1",131,NA
"1365","AS",19,2,79,5.9,1996,"Pamehac","1",131,NA
"1366","AS",20,2,83,6.5,1996,"Pamehac","1",131,NA
"1367","AS",21,2,118,18.3,1996,"Pamehac","1",131,NA
"1368","AS",22,2,106,13.2,1996,"Pamehac","1",131,NA
"1369","AS",23,2,100,11.3,1996,"Pamehac","1",131,NA
"1370","AS",24,2,88,7.8,1996,"Pamehac","1",131,NA
"1371","AS",25,2,84,7.2,1996,"Pamehac","1",131,NA
"1372","AS",26,2,82,6.1,1996,"Pamehac","1",131,NA
"1373","AS",27,2,95,9.2,1996,"Pamehac","1",131,NA
"1374","AS",28,2,112,16.4,1996,"Pamehac","1",131,NA
"1375","AS",29,2,115,16.3,1996,"Pamehac","1",131,NA
"1376","AS",30,2,128,26,1996,"Pamehac","1",131,NA
"1377","ASYOY",31,2,44,0.8,1996,"Pamehac","1",131,NA
"1378","ASYOY",32,2,45,1.6,1996,"Pamehac","1",131,NA
"1379","ASYOY",33,2,51,1.5,1996,"Pamehac","1",131,NA
"1380","ASYOY",34,2,56,1.9,1996,"Pamehac","1",131,NA
"1381","ASYOY",35,2,46,2.3,1996,"Pamehac","1",131,NA
"1382","ASYOY",36,2,50,1.8,1996,"Pamehac","1",131,NA
"1383","BT",37,2,74,4.9,1996,"Pamehac","1",131,NA
"1384","AS",38,3,100,11.6,1996,"Pamehac","1",131,NA
"1385","AS",39,3,74,4.5,1996,"Pamehac","1",131,NA
"1386","AS",40,3,95,9.6,1996,"Pamehac","1",131,NA
"1387","ASYOY",41,3,46,1.5,1996,"Pamehac","1",131,NA
"1388","ASYOY",42,3,49,1.4,1996,"Pamehac","1",131,NA
"1389","ASYOY",43,3,50,1.3,1996,"Pamehac","1",131,NA
"1390","ASYOY",44,3,50,1.5,1996,"Pamehac","1",131,NA
"1391","ASYOY",45,3,44,1,1996,"Pamehac","1",131,NA
"1392","BT",46,3,85,5.8,1996,"Pamehac","1",131,NA
"1393","ASYOY",47,4,48,1.8,1996,"Pamehac","1",131,NA
"1394","ASYOY",48,4,55,3.1,1996,"Pamehac","1",131,NA
"1395","ASYOY",49,4,54,1.9,1996,"Pamehac","1",131,NA
"1396","AS",1,1,75,4.7,1996,"Pamehac","2",101,NA
"1397","AS",2,1,78,5.6,1996,"Pamehac","2",101,NA
"1398","ASYOY",3,1,45,1,1996,"Pamehac","2",101,NA
"1399","ASYOY",4,1,44,1.2,1996,"Pamehac","2",101,NA
"1400","ASYOY",5,1,46,1,1996,"Pamehac","2",101,NA
"1401","ASYOY",6,1,54,1.6,1996,"Pamehac","2",101,NA
"1402","ASYOY",7,1,46,1.5,1996,"Pamehac","2",101,NA
"1403","ASYOY",8,1,47,2.3,1996,"Pamehac","2",101,NA
"1404","BT",9,1,96,15.5,1996,"Pamehac","2",101,NA
"1405","BT",10,1,140,28.6,1996,"Pamehac","2",101,NA
"1406","BT",11,1,93,7.5,1996,"Pamehac","2",101,NA
"1407","BT",12,1,95,9.3,1996,"Pamehac","2",101,NA
"1408","BT",13,1,136,24.4,1996,"Pamehac","2",101,NA
"1409","BT",14,1,96,9.7,1996,"Pamehac","2",101,NA
"1410","BT",15,1,98,9.9,1996,"Pamehac","2",101,NA
"1411","BT",16,1,75,3,1996,"Pamehac","2",101,NA
"1412","BTYOY",17,1,44,0.9,1996,"Pamehac","2",101,NA
"1413","BTYOY",18,1,57,2.1,1996,"Pamehac","2",101,NA
"1414","AS",19,2,78,5.3,1996,"Pamehac","2",101,NA
"1415","ASYOY",20,2,45,1,1996,"Pamehac","2",101,NA
"1416","ASYOY",21,2,46,1.1,1996,"Pamehac","2",101,NA
"1417","ASYOY",22,2,57,1.9,1996,"Pamehac","2",101,NA
"1418","ASYOY",23,2,45,1.5,1996,"Pamehac","2",101,NA
"1419","BT",24,2,90,7.2,1996,"Pamehac","2",101,NA
"1420","BT",25,2,145,27.5,1996,"Pamehac","2",101,NA
"1421","BTYOY",26,2,55,1.4,1996,"Pamehac","2",101,NA
"1422","AS",27,3,78,5.1,1996,"Pamehac","2",101,NA
"1423","AS",28,3,76,5.2,1996,"Pamehac","2",101,NA
"1424","ASYOY",29,3,51,1.6,1996,"Pamehac","2",101,NA
"1425","BT",30,3,102,11.7,1996,"Pamehac","2",101,NA
"1426","BT",31,3,128,22,1996,"Pamehac","2",101,NA
"1427","BT",32,3,125,19.9,1996,"Pamehac","2",101,NA
"1428","BTYOY",33,3,48,1.1,1996,"Pamehac","2",101,NA
"1429","BTYOY",34,4,50,1.5,1996,"Pamehac","2",101,NA
"1430","AS",1,1,80,6.3,1996,"Pamehac","3",109,NA
"1431","AS",2,1,75,4,1996,"Pamehac","3",109,NA
"1432","AS",3,1,120,17.6,1996,"Pamehac","3",109,NA
"1433","AS",4,1,85,7.9,1996,"Pamehac","3",109,NA
"1434","ASYOY",5,1,54,2.3,1996,"Pamehac","3",109,NA
"1435","ASYOY",6,2,50,1.4,1996,"Pamehac","3",109,NA
"1436","ASYOY",7,2,57,2.1,1996,"Pamehac","3",109,NA
"1437","ASYOY",8,3,54,2.2,1996,"Pamehac","3",109,NA
"1438","ASYOY",9,3,69,3.5,1996,"Pamehac","3",109,NA
"1439","ASYOY",10,3,55,2.2,1996,"Pamehac","3",109,NA
"1440","AS",1,4,84,4.3,1996,"Pamehac","3",109,NA
"1441","AS",2,1,86,6.9,1996,"Pamehac","4",102,NA
"1442","AS",3,1,75,5.2,1996,"Pamehac","4",102,NA
"1443","AS",4,1,108,14.3,1996,"Pamehac","4",102,NA
"1444","AS",5,1,81,5.9,1996,"Pamehac","4",102,NA
"1445","AS",6,1,80,6.1,1996,"Pamehac","4",102,NA
"1446","AS",7,1,102,12.3,1996,"Pamehac","4",102,NA
"1447","AS",8,1,115,16.6,1996,"Pamehac","4",102,NA
"1448","AS",9,1,118,18.6,1996,"Pamehac","4",102,NA
"1449","ASYOY",10,1,54,1.8,1996,"Pamehac","4",102,NA
"1450","ASYOY",11,1,53,1.6,1996,"Pamehac","4",102,NA
"1451","ASYOY",12,1,53,1.7,1996,"Pamehac","4",102,NA
"1452","AS",13,2,83,6.7,1996,"Pamehac","4",102,NA
"1453","AS",14,2,87,7.3,1996,"Pamehac","4",102,NA
"1454","AS",15,2,116,18.3,1996,"Pamehac","4",102,NA
"1455","AS",16,2,92,8.4,1996,"Pamehac","4",102,NA
"1456","ASYOY",17,2,65,2.9,1996,"Pamehac","4",102,NA
"1457","ASYOY",18,2,54,1.5,1996,"Pamehac","4",102,NA
"1458","AS",19,3,71,4.2,1996,"Pamehac","4",102,NA
"1459","BT",20,4,162,48.1,1996,"Pamehac","4",102,NA
"1460","AS",1,1,105,14.1,1996,"Pamehac","5",115,NA
"1461","AS",2,1,119,20.4,1996,"Pamehac","5",115,NA
"1462","AS",3,1,92,11.1,1996,"Pamehac","5",115,NA
"1463","AS",4,1,85,8.6,1996,"Pamehac","5",115,NA
"1464","AS",5,1,85,8.7,1996,"Pamehac","5",115,NA
"1465","BT",6,1,110,14,1996,"Pamehac","5",115,NA
"1466","BT",7,1,102,10.8,1996,"Pamehac","5",115,NA
"1467","BT",8,1,78,7.3,1996,"Pamehac","5",115,NA
"1468","BT",9,1,71,3.9,1996,"Pamehac","5",115,NA
"1469","BTYOY",10,1,55,1.9,1996,"Pamehac","5",115,NA
"1470","AS",11,2,105,6.8,1996,"Pamehac","5",115,NA
"1471","AS",12,2,109,15.8,1996,"Pamehac","5",115,NA
"1472","AS",13,2,86,8.4,1996,"Pamehac","5",115,NA
"1473","AS",14,2,99,11.4,1996,"Pamehac","5",115,NA
"1474","AS",15,2,89,8.4,1996,"Pamehac","5",115,NA
"1475","AS",16,2,85,7.5,1996,"Pamehac","5",115,NA
"1476","AS",17,2,89,7.5,1996,"Pamehac","5",115,NA
"1477","AS",18,2,80,6.4,1996,"Pamehac","5",115,NA
"1478","ASYOY",19,2,47,1.3,1996,"Pamehac","5",115,NA
"1479","BT",20,2,87,7.1,1996,"Pamehac","5",115,NA
"1480","BT",21,2,92,7.1,1996,"Pamehac","5",115,NA
"1481","BT",22,2,125,26.6,1996,"Pamehac","5",115,NA
"1482","BTYOY",23,2,54,4.4,1996,"Pamehac","5",115,NA
"1483","AS",24,3,73,2.4,1996,"Pamehac","5",115,NA
"1484","BT",25,3,155,38.3,1996,"Pamehac","5",115,NA
"1485","AS",1,1,153,35.8,1996,"Pamehac","6",125,NA
"1486","AS",2,1,84,8,1996,"Pamehac","6",125,NA
"1487","BT",3,1,135,29.6,1996,"Pamehac","6",125,NA
"1488","BT",4,1,145,34.3,1996,"Pamehac","6",125,NA
"1489","BT",5,1,97,9.7,1996,"Pamehac","6",125,NA
"1490","BTYOY",6,1,64,3.2,1996,"Pamehac","6",125,NA
"1491","BTYOY",7,1,68,3.7,1996,"Pamehac","6",125,NA
"1492","BTYOY",8,1,65,4.2,1996,"Pamehac","6",125,NA
"1493","AS",9,2,125,21.4,1996,"Pamehac","6",125,NA
"1494","AS",10,2,84,7,1996,"Pamehac","6",125,NA
"1495","AS",11,2,188,76.3,1996,"Pamehac","6",125,NA
"1496","ASYOY",12,2,57,2.3,1996,"Pamehac","6",125,NA
"1497","BT",13,2,86,9.8,1996,"Pamehac","6",125,NA
"1498","BT",14,2,109,14.7,1996,"Pamehac","6",125,NA
"1499","BT",15,2,91,8.2,1996,"Pamehac","6",125,NA
"1500","BTYOY",16,2,59,2.3,1996,"Pamehac","6",125,NA
"1501","BTYOY",17,2,54,2.5,1996,"Pamehac","6",125,NA
"1502","BTYOY",18,2,54,1.8,1996,"Pamehac","6",125,NA
"1503","BTYOY",19,2,56,2.9,1996,"Pamehac","6",125,NA
"1504","BTYOY",20,2,60,2.3,1996,"Pamehac","6",125,NA
"1505","BTYOY",21,2,64,4.6,1996,"Pamehac","6",125,NA
"1506","AS",22,3,109,16.8,1996,"Pamehac","6",125,NA
"1507","BTYOY",23,3,58,2.4,1996,"Pamehac","6",125,NA
"1508","AS",1,1,108,18.8,1996,"Pamehac","7",105,NA
"1509","AS",2,1,117,19.3,1996,"Pamehac","7",105,NA
"1510","AS",3,1,70,3.9,1996,"Pamehac","7",105,NA
"1511","AS",4,1,96,13.6,1996,"Pamehac","7",105,NA
"1512","AS",5,1,105,15.5,1996,"Pamehac","7",105,NA
"1513","AS",6,1,101,13.1,1996,"Pamehac","7",105,NA
"1514","BT",7,1,95,9,1996,"Pamehac","7",105,NA
"1515","BTYOY",8,1,59,4.3,1996,"Pamehac","7",105,NA
"1516","BTYOY",9,1,60,3.3,1996,"Pamehac","7",105,NA
"1517","BTYOY",10,1,58,2.3,1996,"Pamehac","7",105,NA
"1518","BTYOY",11,1,58,1.9,1996,"Pamehac","7",105,NA
"1519","BTYOY",12,1,63,2.6,1996,"Pamehac","7",105,NA
"1520","BTYOY",13,1,58,2.7,1996,"Pamehac","7",105,NA
"1521","BTYOY",14,1,66,3.6,1996,"Pamehac","7",105,NA
"1522","BTYOY",15,1,54,1.9,1996,"Pamehac","7",105,NA
"1523","AS",16,2,100,11.9,1996,"Pamehac","7",105,NA
"1524","AS",17,2,151,44.6,1996,"Pamehac","7",105,NA
"1525","AS",18,2,93,10.2,1996,"Pamehac","7",105,NA
"1526","BT",19,2,189,76.7,1996,"Pamehac","7",105,NA
"1527","BTYOY",20,2,59,2.9,1996,"Pamehac","7",105,NA
"1528","BTYOY",21,2,61,3,1996,"Pamehac","7",105,NA
"1529","BTYOY",22,2,61,2.5,1996,"Pamehac","7",105,NA
"1530","BTYOY",23,2,60,2.3,1996,"Pamehac","7",105,NA
"1531","BTYOY",24,2,59,2.6,1996,"Pamehac","7",105,NA
"1532","BTYOY",25,2,63,3.3,1996,"Pamehac","7",105,NA
"1533","AS",26,3,102,12.5,1996,"Pamehac","7",105,NA
"1534","AS",27,3,91,10.8,1996,"Pamehac","7",105,NA
"1535","BT",28,3,150,39.8,1996,"Pamehac","7",105,NA
"1536","BT",29,3,103,13.2,1996,"Pamehac","7",105,NA
"1537","BTYOY",30,3,59,1.9,1996,"Pamehac","7",105,NA
"1538","BTYOY",31,3,65,4.2,1996,"Pamehac","7",105,NA
"1539","AS",32,4,122,26.7,1996,"Pamehac","7",105,NA
"1540","BT",33,4,90,9.5,1996,"Pamehac","7",105,NA
"1541","BT",34,4,86,7.7,1996,"Pamehac","7",105,NA
"1542","BT",35,4,99,11.6,1996,"Pamehac","7",105,NA
"1543","BTYOY",36,4,59,2.9,1996,"Pamehac","7",105,NA
"1544","BTYOY",37,4,52,1.5,1996,"Pamehac","7",105,NA
"1545","BTYOY",38,4,62,5.3,1996,"Pamehac","7",105,NA
